"","none.1","none.2","none.3","saprophyte.1","saprophyte.2","saprophyte.3","attenuated.1","attenuated.2","attenuated.3","virulent.1","virulent.2","virulent.3"
"17413747",7.40167143997389,7.47186726532876,7.21997928555291,7.62799203627798,7.61320039910543,7.63529001595274,8.5527294813648,8.6361756160818,8.40252483416844,8.56813446920916,8.87859270256349,8.54905665210567
"17323038",4.41308377746271,4.25450949679177,4.0705137369088,4.06628661108482,4.08118892907905,4.32893208525901,4.01975765542131,4.4425217852724,4.44799500277547,4.34901967004984,4.13717862312301,4.87823220665526
"17366932",6.31876872360785,5.62269902402335,5.56739898985501,6.57756301142213,5.19780426085179,5.58681855486964,5.90650224880855,5.13010554912787,5.37186093201159,6.07401003468352,5.16042339812969,5.26240854066817
"17366886",6.36850807051651,6.00486531761907,6.07340772274362,6.32151002033853,5.72719971182732,6.00726690408907,6.31594007047771,6.06150499720922,5.69066340808697,6.25025459986468,5.83717081676574,5.89382951531061
"17278836",5.36350884072738,5.15772870772797,5.42880237891945,5.78461230451113,5.32211472288585,5.48200694963975,5.77700591439106,5.32620051105348,5.64651889098065,5.67112293760682,5.55697560146977,5.57615346603338
"17344536",4.75732988221105,4.38939007135435,4.61772455668913,4.56419545083861,4.54996457043086,5.16085898925454,4.93488153109317,4.91029449565057,5.30107823029488,4.77836176679658,4.97455103469885,4.98744267828784
"17367137",4.35488361715934,4.4284257109327,4.42093303050647,4.54175104537766,4.26136026811558,4.13073059819147,4.52677734874442,4.17458780702017,4.26854149527227,4.08538660844608,4.18675994769615,4.43843833528302
"17321860",4.50898424345992,4.61138071415493,4.80808040454174,4.99100141328698,4.87376336651055,5.07617476988629,5.05896996316679,4.64319723455832,5.14929155687079,5.0514142443585,4.89599950259779,4.91032629489085
"17476690",5.12931325788243,4.97688229393743,4.86696184023584,4.82564976036137,5.03003689425343,4.69993037934319,4.8496545063488,4.78516639365802,4.91787796434152,5.144540614914,5.12829911416198,5.08009090453008
"17357148",10.6697118663812,11.490296188139,11.4696012602188,10.6174250857403,11.3607452995635,11.0006495155804,10.7995772301447,11.4113876296828,11.5828898820189,10.8317913067953,11.5664402151877,11.2915729068049
"17296802",3.18711617273759,3.55340899762098,3.35652018702025,3.25810155703573,3.45474096893003,3.14135590179122,3.44777437562473,3.2726456276874,3.36398463614941,3.07968497059639,3.29303623370279,4.12310280376067
"17346510",6.83336423517424,6.69967157777189,6.77379877366447,6.73911336189809,6.29907715945965,6.43572541678198,6.16761258391519,6.07693110408565,6.23389835685526,6.12449154661582,5.97390565146578,5.96365727408799
"17411961",8.60802020879435,8.74511836936473,8.38328452106162,7.71031730586314,7.24499743939739,7.38676206248848,6.86203770878332,6.65486533336848,6.548399575956,6.9644844241578,6.29833259536643,6.79342532618455
"17430023",6.28714804954131,6.37740183208422,6.46682855888992,6.27370466914071,6.46405435267862,6.41539356181615,6.327138458243,6.08177307641455,6.31390787300742,6.09262817323006,6.16629326643078,6.00976257301793
"17413300",7.34795923370221,7.20424958202505,7.30912070940534,7.46565756742096,7.51220550217522,7.35443644285916,7.55488133684397,7.65580876370601,7.53543860020526,7.70283242301052,7.6123784158949,7.6252746490617
"17251514",5.88259543001127,6.89138208889245,7.09708602377521,6.31876895128301,7.13309134131417,6.50332245445583,6.53565511461073,6.92875066142184,7.33826465386568,6.44027573422901,7.2192432814131,6.52195539346005
"17324394",7.05137142128662,7.32029560399925,7.24987882979089,7.00285415846588,7.50828001137227,6.95318072043273,7.09728360891356,7.17520807165922,7.4594406657743,7.25892775532419,7.34902456610099,7.10870233554682
"17428801",9.45926462256931,9.91993813430447,10.1151232745122,9.32654271159135,9.91959747005966,9.69367139238548,9.35360418333159,10.0888183401323,10.1549100532385,9.48359516338203,10.0727379541823,9.75785063517543
"17524206",8.80133467805408,8.90017855491209,8.72077707905348,8.41800970116185,8.6769870882739,8.52548095532847,8.32137508959043,8.81942582320867,8.70591554589724,8.32900315958712,8.89556968365771,8.57468112998094
"17257591",9.83238583679459,10.2613566759524,10.3823089687459,9.73794367989094,10.3773804553711,10.0379998915188,9.62278646136191,10.3066258878377,10.4292886822573,9.6648717184064,10.4340292327934,10.2023129227285
"17215372",8.66668372972407,9.49943421700527,9.43470626501519,8.64798881963242,9.83193467310612,8.85921665347884,9.00185564968467,9.67815454595579,9.73989413442517,8.80870621669241,9.79820950012947,9.21245003559272
"17321246",6.46417124940086,6.80488373915922,7.04253726318858,6.96746412634258,7.5080611162734,6.7328548870106,7.45943381038742,7.53807308919505,7.65581044103452,7.20881155861418,7.38449777093744,6.9058524628058
"17419407",9.49815233305399,9.84117105645197,9.76822271871169,9.1443899065344,9.98416507074482,9.27971173006627,9.3623574743627,9.83309189816444,10.0923415686916,8.75532305212628,10.2736257904205,9.91068995643425
"17324398",5.85674527877674,5.7337849052442,5.92367772619142,5.77603843721546,6.01467299387151,5.95483136339176,5.40212112594126,5.40869382677881,5.37946509518005,5.78418279151611,5.38198739313853,5.3903303959381
"17508591",9.36418052532959,10.3522175981778,10.3183663091091,9.274759971081,10.668172096498,10.0081204639519,9.3403136923882,10.2204877944265,10.3491703592726,9.41217842748296,10.4618835544208,10.0951499616712
"17304514",4.07119869029571,3.99470442162896,3.91066128597455,4.18836366179315,4.33227086474011,4.20412666862946,3.91318786630124,4.14699551623663,4.23406452983543,3.85018399403116,3.98790086942747,3.69935615719707
"17428797",8.32017931125978,8.98960422256243,9.14822795789502,8.59681810576569,9.30774346316159,8.7751421826077,8.48147053516744,9.29359951097664,9.2304371553015,8.65693025379543,9.37957078505446,9.02863451900808
"17250740",9.9530967161079,10.5992346695423,10.5457156143554,9.92678223914033,10.6348535470036,10.3187508243169,9.84159720498035,10.5452534371573,10.6791874021677,9.79625041342429,10.6504187940717,10.4564701455751
"17344120",5.68428037826844,5.50666038769258,5.83906455865958,6.50376329452204,6.27384776077751,6.39108465524634,5.97725290580312,6.52486820562894,6.22646988747074,6.26021217558369,6.23071024321048,6.06758265412446
"17376276",10.8657465530104,11.1907461829299,11.324277304202,10.7615210495624,10.7016601848364,10.7947281500481,10.9474194051195,11.0875995583829,11.0896988899224,11.0102416899985,11.1206690134019,10.9517456869344
"17324110",7.23445013529765,7.74257730859804,7.75073412625092,7.49822052497856,7.83323853327656,7.75537853337192,7.46741685789434,8.13658232932885,8.30604016609449,7.66002914288485,7.96216234614919,7.77577090714591
"17505453",6.77974479016935,6.87991097802339,6.91756507598105,6.29680101010912,6.92459924705114,6.84348532508519,6.51918294178151,7.13511483902192,6.94386135115281,6.73628091624114,7.07385125000068,6.4573084715844
"17477424",8.56247256530575,9.07434053180824,9.07359000288162,7.9362739620924,7.65078437543723,7.91015741017529,7.60383998064926,7.92921388159736,7.59327415896635,7.79157266105841,7.75708543291538,7.90218194305029
"17435249",7.22354893808734,7.62417822099033,7.32865328027918,7.11820215072401,8.28107158841373,7.93699795335487,6.90221065203477,7.75030726974506,7.65450108040215,7.23934253301821,8.07983236392107,7.28063168078567
"17419411",10.6183366734664,10.4578444914639,10.600324667145,10.525698351413,10.1510203765927,10.12406716034,10.4830885896518,10.3320994907987,10.5106131241751,10.7275424288423,10.3212249662727,10.2473010591653
"17409376",8.75353728534298,9.07809520436138,9.23448856898319,8.65122841495663,9.27777448087878,9.0119131999508,8.71218932308215,9.23331656645234,9.39810345490854,8.59037752180294,9.39422637417313,8.98144830364503
"17486805",7.42614886862727,7.33267144249223,7.47618528349694,7.15910114171325,7.26178475085989,7.33319210460298,7.44068434726946,7.70159909606523,7.67420516314297,7.45410942149457,7.62409581228408,7.63244598456033
"17483383",6.44770287300764,6.87987897102842,7.13068956207956,6.71346488604747,6.99954346926443,7.02226737829113,7.06464838913651,7.51746769862691,7.36807989233975,6.71020299190007,7.4201687323821,7.0706178923302
"17379875",9.4279724946459,9.72227255756639,9.86226293827212,9.6086306731621,9.80527307545833,9.62719444214035,9.77418567260651,10.0005324706205,10.1096222991538,9.84765548837661,10.0685533898031,9.99048528750334
"17250744",8.37011771418882,8.20938771296845,8.50304653634222,8.44105774874828,8.15052639445966,8.14529696766195,8.57053046831779,8.5170188434838,8.6266453672383,8.66975949365924,8.48253245764232,8.13016090053376
"17306272",8.61680386952484,8.82660110455341,9.10277480459555,8.62329346170753,8.95545779465882,8.84645903665009,8.69008271315122,9.13210334638936,9.15917290541042,8.49469430667894,9.27820276642947,8.99789194088113
"17426979",4.91771746738729,5.43493590053758,5.26179023330223,4.86734660729748,5.1565372033908,4.32820739244106,5.03113255465886,4.80992034344425,5.19007385837119,4.87398689615372,5.11762441313283,4.94206566284906
"17289275",6.07314692491392,6.21075962583681,6.25013148258462,6.0625676279325,6.03134519232549,5.94983786897457,6.41813329783163,6.45766793886312,6.44197249435056,6.39826144468262,6.3069530244073,6.31149011531008
"17518312",10.5957730454365,10.9918317232774,10.941912896334,10.6338000093516,10.9689982764191,10.6379288341501,10.6885437857962,10.9864219906994,11.0748199864307,10.5517697659854,11.1460018637729,10.8750800500559
"17235582",4.33655069429292,4.45862848618097,4.60661481656475,4.55938007333585,4.58637566558515,4.71019984282703,4.49761816445032,5.1830061094483,4.67684268843493,4.98444727812256,4.40966229963433,4.37667114072999
"17250742",8.48955497586713,9.41689998123613,9.34249067076419,8.5885371340364,9.5169997018771,9.15103062660736,8.53205344952327,9.44505750942546,9.61949847741066,8.57802555192614,9.55059552184879,9.25625366492576
"17339499",7.22908345853684,7.45512016040651,7.32971617987184,7.35497605860554,7.51028518929827,7.3380962103891,7.37423003829512,7.91811552089834,7.95373424609563,7.45647837628423,8.05884032567381,7.65550959808716
